#P	0mA	200mA	400mA
1	58,8049	56,5601	51,4108	2	2
2	58,1858	52,3219	41,1859	2	2
3	57,1837	48,8141	32,5741	2	2
4	56,1854	45	25,3674	2	2
5	55,561	41,855	19,9831	2	2
6	54,5667	38,382	15,7621	2	2
7	53,5777	35,5377	12,1886	2	2
8	52,9508	32,7087	9,0193	2	2
9	51,9683	30,129	7,1805	2	2
10	51,3402	27,7585	5,3977	2	2
11	50,0796	25,1775	4,022	2	2
12	49,4474	23,1986	2,6838	2	2
