#Dauer einer halben Präzzesion bei einem Gewicht von 10g
#Drehzahl Start [1/min]	Drehzahl ende [1/min] 1/2T 
300		180			49.14 	10	10	0.5
330		204.8		52.76	10	10	0.5
370		213			59.17	10	10	0.5
410		234			60.00	10	10	0.5
480		267.6		71.00	10	10	0.5
500		277.8		72.89	10	10	0.5
530		288			77.80	10	10	0.5
570		295			78.25	10	10	0.5
600		322.8		81.73	10	10	0.5	
680		335.4		85.99	10	10	0.5
